,Mnemonic,SpeciesNANme,OrigiNANlSource,Site,Date,Tag,HeightOfMeasurement,Diameter,Height,CrowNANrea
1722,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000218,416705,1.27,3.497445353,4.95,NAN
1723,cordbi,Cordia bicolor,MullerLandauBCI2000,BCI50ha,NAN,3918,NAN,40.3,26.09339479,NAN
1724,cordbi,Cordia bicolor,WrightBCI2007,BCI50ha,NAN,4440,NAN,43,NAN,NAN
1725,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,47715,NAN,9,14.47,NAN
1726,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,47825,NAN,8.1,12.91,NAN
1727,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,6111,NAN,17.8,14.22,NAN
1728,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000228,3167,0.81,1.983571022,1.75,1.339103869
1729,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,1415,NAN,40.4,23.11,NAN
1730,cordbi,Cordia bicolor,MullerLandauBCI2000,BCI50ha,NAN,236664,NAN,26.5,23.3,NAN
1731,cordbi,Cordia bicolor,MullerLandauBCI2000,BCI50ha,NAN,258076,NAN,26.1,16.5,NAN
1732,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000221,503311,1.3,1.518254919,1.34,0.007853982
1733,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,236,NAN,33.6,21.31,NAN
1734,cordbi,Cordia bicolor,MullerLandauBCI2000,BCI50ha,NAN,5364,NAN,27.8,16.5,NAN
1735,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,47819,NAN,2.6,4.23,NAN
1736,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000308,401982,1.31,2.332762311,2.45,0.212057504
1737,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,5582,NAN,16.7,14.37,NAN
1738,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,4474,NAN,16.3,15.56,NAN
1739,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,3326,NAN,25.9,15.56,NAN
1740,cordbi,Cordia bicolor,MullerLandauBCI2000,BCI50ha,NAN,409336,NAN,25.2,15.3,NAN
1741,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000216,422583,1.31,1.483225539,3.65,NAN
1742,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000312,426091,1.2,2.127802152,3.75,2.513274123
1743,cordbi,Cordia bicolor,OBrienBCI1993,BCI50ha,NAN,252930,NAN,3,5.75,0.882473376
1744,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000308,515130,1.32,1.728221629,4,0.109955743
1745,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,6147,NAN,17.8,14.22,NAN
1746,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000217,516184,1.29,0.994710511,1.75,NAN
1747,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,5627,NAN,15.9,19.73,NAN
1748,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000221,404358,1.28,1.835054768,3.3,2.120575041
1749,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,5624,NAN,10.6,16.36,NAN
1750,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,4354,NAN,17.7,20.76,NAN
1751,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,47217,NAN,1.5,2.7,NAN
1752,cordbi,Cordia bicolor,MullerLandauBCI2014,BCI50ha,20150831,6781,1.3,29.8,18.60099983,26
1753,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000207,542382,1.3,1.785186265,3.24,NAN
1754,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000219,506314,1.3,2.208456475,3.15,NAN
1755,cordbi,Cordia bicolor,MullerLandauBCI2000,BCI50ha,NAN,217175,NAN,22.3,20.3,NAN
1756,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,779,NAN,20.9,16.91,NAN
1757,cordla,Cordia lasiocalyx,WrightGigante1998,Gigante,NAN,4901,NAN,11.2,9.59,NAN
1758,cordla,Cordia lasiocalyx,WrightGigante1998,Gigante,NAN,6530,NAN,1.2,3.09,NAN
1759,cordla,Cordia lasiocalyx,WrightGigante1998,Gigante,NAN,10441,NAN,2.5,6.2,NAN
1760,cordla,Cordia lasiocalyx,WrightGigante1998,Gigante,NAN,46818,NAN,8.5,9.38,NAN
1761,cordla,Cordia lasiocalyx,MullerLandauBCI2000,BCI50ha,NAN,156300,NAN,11.6,8.89,NAN
1762,cordla,Cordia lasiocalyx,WrightGigante1998,Gigante,NAN,5820,NAN,12,10.99,NAN
1763,cordla,Cordia lasiocalyx,WrightGigante1998,Gigante,NAN,8347,NAN,3.1,4.1,NAN
1764,cordla,Cordia lasiocalyx,WrightGigante1998,Gigante,NAN,11619,NAN,2.3,6.45,NAN
1765,cordla,Cordia lasiocalyx,WrightBCI2007,BCI50ha,NAN,4794,NAN,17.5,13.63,5.167311232
1766,cordla,Cordia lasiocalyx,WrightGigante1998,Gigante,NAN,6133,NAN,12.5,12,NAN
1767,cordla,Cordia lasiocalyx,OBrienBCI1993,BCI50ha,NAN,416492,NAN,1.6,3.2,0.608212338
1768,cordla,Cordia lasiocalyx,MullerLandauBCI2000,BCI50ha,NAN,66397,NAN,13.5,13.7,NAN
1769,cordla,Cordia lasiocalyx,WrightBCI2007,BCI50ha,NAN,131808,NAN,19.2,15.46764156,21.27802668
1770,cordla,Cordia lasiocalyx,WrightGigante1998,Gigante,NAN,6418,NAN,3.1,6.41,NAN
1771,cordla,Cordia lasiocalyx,WrightBCI2007,BCI50ha,NAN,28963,NAN,18.1,13.1,18.74761445
1772,cordla,Cordia lasiocalyx,WrightGigante1998,Gigante,NAN,9375,NAN,5.4,8.46,NAN
1773,cordla,Cordia lasiocalyx,WrightBCI2007,BCI50ha,NAN,34185,NAN,18.2,13.3,21.70943116
1774,cordla,Cordia lasiocalyx,WrightGigante1998,Gigante,NAN,7974,NAN,7.4,8.7,NAN
1775,cordla,Cordia lasiocalyx,WrightGigante1998,Gigante,NAN,8921,NAN,6.7,7.8,NAN
1776,cordla,Cordia lasiocalyx,WrightGigante1998,Gigante,NAN,6285,NAN,1.5,3.15,NAN
1777,cordla,Cordia lasiocalyx,OBrienBCI1993,BCI50ha,NAN,404999,NAN,2.4,4,1.246898124
1778,cordla,Cordia lasiocalyx,OBrienBCI1993,BCI50ha,NAN,247662,NAN,6.8,6.58,2.601552876
1779,cordla,Cordia lasiocalyx,MullerLandauBCI2000,BCI50ha,NAN,61134,NAN,14.5,15.3,NAN
1780,cordla,Cordia lasiocalyx,WrightGigante1998,Gigante,NAN,5213,NAN,12.2,10.37,NAN
1781,cordla,Cordia lasiocalyx,MullerLandauBCI2000,BCI50ha,NAN,263966,NAN,1.9,5.89,NAN
1782,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,11596,NAN,2.3,3.68,NAN
1783,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,2153,NAN,1.5,2.85,NAN
1784,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,6926,NAN,5.1,7.34,NAN
1785,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,6923,NAN,1.1,2.49,NAN
1786,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,9242,NAN,3,5.18,NAN
1787,cou2cu,Coussarea curvigemmia,MullerLandauBCI2000,BCI50ha,NAN,166608,NAN,10.6,11.3,NAN
1788,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,11826,NAN,4.3,6.09,NAN
1789,cou2cu,Coussarea curvigemmia,OBrienBCI1993,BCI50ha,NAN,411340,NAN,1.1,2.3,1.246898124
1790,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,11574,NAN,2.9,5.24,NAN
1791,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,2158,NAN,2.6,4.35,NAN
1792,cou2cu,Coussarea curvigemmia,WrightBCI2007,BCI50ha,NAN,123502,NAN,16.1,11.3,24.6300864
1793,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,6922,NAN,4.4,6.08,NAN
1794,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,10772,NAN,5.7,9.35,NAN
1795,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,2157,NAN,4.5,7.02,NAN
1796,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,7143,NAN,2.5,4.45,NAN
1797,cou2cu,Coussarea curvigemmia,MullerLandauBCI2000,BCI50ha,NAN,181176,NAN,6.9,7.95,NAN
1798,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,6340,NAN,2.8,4.23,NAN
1799,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,7061,NAN,3.5,5.87,NAN
1800,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,11803,NAN,1.5,3.33,NAN
1801,cou2cu,Coussarea curvigemmia,MullerLandauBCI2000,BCI50ha,NAN,131325,NAN,15.6,14.79490467,NAN
1802,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,6724,NAN,1.5,3.07,NAN
1803,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,9001,NAN,1.8,3.14,NAN
1804,cou2cu,Coussarea curvigemmia,OBrienBCI1993,BCI50ha,NAN,183075,NAN,4.4,6.2,5.391287153
1805,cou2cu,Coussarea curvigemmia,MullerLandauBCI2000,BCI50ha,NAN,250338,NAN,6.6,9.31,NAN
1806,cou2cu,Coussarea curvigemmia,MullerLandauBCI2000,BCI50ha,NAN,156152,NAN,10.3,10.3,NAN
1807,cou2cu,Coussarea curvigemmia,WrightBCI2007,BCI50ha,NAN,166567,NAN,14.3,10.75,NAN
1808,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,47139,NAN,1.6,3.02,NAN
1809,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,11764,NAN,1.2,2.41,NAN
1810,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,6638,NAN,1.6,3.22,NAN
1811,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,7139,NAN,1.1,2.34,NAN
1812,cou2cu,Coussarea curvigemmia,WrightBCI2007,BCI50ha,NAN,137242,NAN,14.3,14.76,16.51081691
1813,cou2cu,Coussarea curvigemmia,OBrienBCI1993,BCI50ha,NAN,289113,NAN,2.6,4,0.882473376
1814,cou2cu,Coussarea curvigemmia,OBrienBCI1993,BCI50ha,NAN,161497,NAN,15,11.45,15.90431281
1815,cou2cu,Coussarea curvigemmia,WrightBCI2007,BCI50ha,NAN,161497,NAN,16.5,14.77,20.13552324
1816,cou2cu,Coussarea curvigemmia,WrightGigante1998,Gigante,NAN,11932,NAN,1.7,3.11,NAN
1817,crotbi,Croton billbergianus,MullerLandauBCI2000,BCI50ha,NAN,403914,NAN,6.1,11.49390827,NAN
1818,crotbi,Croton billbergianus,WrightBCI2007,BCI50ha,NAN,634106,NAN,20.6,26,55.41769441
1819,crotbi,Croton billbergianus,MullerLandauBCI2000,BCI50ha,NAN,413409,NAN,21.3,13.38321682,NAN
1820,crotbi,Croton billbergianus,OBrienBCI1993,BCI50ha,NAN,409329,NAN,9.2,12.27,12.56637061
1821,crotbi,Croton billbergianus,WrightBCI2007,BCI50ha,NAN,439662,NAN,21.5,21.1,NAN
1822,crotbi,Croton billbergianus,MullerLandauBCI2000,BCI50ha,NAN,204340,NAN,10.4,11.1,NAN
1823,crotbi,Croton billbergianus,OBrienBCI1993,BCI50ha,NAN,403328,NAN,12.8,14.18,44.17864669
1824,crotbi,Croton billbergianus,MullerLandauBCI2000,BCI50ha,NAN,409961,NAN,5.5,10.42,NAN
1825,crotbi,Croton billbergianus,MullerLandauBCI2000,BCI50ha,NAN,230183,NAN,3.6,4.8,NAN
1826,crotbi,Croton billbergianus,MullerLandauBCI2000,BCI50ha,NAN,412534,NAN,6.6,7.42,NAN
1827,crotbi,Croton billbergianus,WrightBCI2007,BCI50ha,NAN,313155,NAN,19.7,14.39445768,42.68934033
1828,crotbi,Croton billbergianus,MullerLandauBCI2000,BCI50ha,NAN,534216,NAN,23,17.20603494,NAN
1829,crotbi,Croton billbergianus,MullerLandauBCI2000,BCI50ha,NAN,277216,NAN,15.6,11.3,NAN
1830,crotbi,Croton billbergianus,MullerLandauBCI2000,BCI50ha,NAN,608003,NAN,3.4,7.28,NAN
1831,crotbi,Croton billbergianus,MullerLandauBCI2000,BCI50ha,NAN,419268,NAN,22.3,19.36583073,NAN
1832,cupala,Cupania latifolia,MullerLandauBCI2000,BCI50ha,NAN,180376,NAN,25.8,15.5,NAN
1833,cupala,Cupania latifolia,WrightBCI2007,BCI50ha,NAN,65429,NAN,14,14.08,NAN
1834,cupala,Cupania latifolia,MullerLandauBCI2014,BCI50ha,20150920,180376,1.3,25.8,19.45800018,65.7
1835,cupala,Cupania latifolia,WrightBCI2007,BCI50ha,NAN,180685,NAN,20.2,20.15300732,21.63575751
1836,cupala,Cupania latifolia,MullerLandauBCI2014,BCI50ha,20151008,805,3.6,50,27.82900047,136.1
1837,cupala,Cupania latifolia,MullerLandauBCI2000,BCI50ha,NAN,805,NAN,50,26.1,NAN
1838,cupala,Cupania latifolia,MullerLandauBCI2000,BCI50ha,NAN,5420,NAN,43.3,27.5,NAN
1839,cupala,Cupania latifolia,WrightBCI2007,BCI50ha,NAN,1882,NAN,28.9,19.59416145,NAN
1840,cupala,Cupania latifolia,WrightBCI2007,BCI50ha,NAN,805,NAN,48.8,NAN,81.48409774
1841,cupala,Cupania latifolia,WrightBCI2007,BCI50ha,NAN,1542,NAN,37.4,17.36110759,80.03916107
1842,cupala,Cupania latifolia,WrightBCI2007,BCI50ha,NAN,131195,NAN,27.6,16.09748364,99.02364158
1843,cupala,Cupania latifolia,WrightBCI2007,BCI50ha,NAN,258051,NAN,31,19.63386831,124.3507512
1844,cupasy,Cupania seemannii,OBrienBCI1993,BCI50ha,NAN,152636,NAN,5.2,8.7,4.675946506
1845,cupasy,Cupania seemannii,WrightBCI2007,BCI50ha,NAN,198338,NAN,8.9,11.81,33.7985104
1846,cupasy,Cupania seemannii,MullerLandauBCI2000,BCI50ha,NAN,186830,NAN,1.5,3.68,NAN
1847,cupasy,Cupania seemannii,MullerLandauBCI2000,BCI50ha,NAN,206725,NAN,2.2,5.45,NAN
1848,cupasy,Cupania seemannii,MullerLandauBCI2000,BCI50ha,NAN,44019,NAN,11.3,13.86373471,NAN
1849,cupasy,Cupania seemannii,MullerLandauBCI2000,BCI50ha,NAN,162777,NAN,2.4,4.72,NAN
1850,cupasy,Cupania seemannii,WrightBCI2007,BCI50ha,NAN,51572,NAN,8.6,11.58,23.71511718
1851,cupasy,Cupania seemannii,OBrienBCI1993,BCI50ha,NAN,256449,NAN,2.6,4.75,2.216707776
1852,cupasy,Cupania seemannii,WrightBCI2007,BCI50ha,NAN,193843,NAN,16.9,17.11569415,49.90708444
1853,cupasy,Cupania seemannii,MullerLandauBCI2000,BCI50ha,NAN,108995,NAN,3.8,7.51,NAN
1854,cupasy,Cupania seemannii,MullerLandauBCI2000,BCI50ha,NAN,183273,NAN,9.5,9.28,NAN
1855,cupasy,Cupania seemannii,WrightBCI2007,BCI50ha,NAN,172509,NAN,8.9,11.86,17.64601178
1856,cupasy,Cupania seemannii,MullerLandauBCI2000,BCI50ha,NAN,282516,NAN,2.6,7.1,NAN
1857,cupasy,Cupania seemannii,MullerLandauBCI2000,BCI50ha,NAN,222710,NAN,3.5,4,NAN
1858,cupasy,Cupania seemannii,MullerLandauBCI2000,BCI50ha,NAN,241785,NAN,5.3,9.1,NAN
1859,cupasy,Cupania seemannii,MullerLandauBCI2000,BCI50ha,NAN,242645,NAN,14.1,10.5,NAN
1860,cupasy,Cupania seemannii,MullerLandauBCI2000,BCI50ha,NAN,142085,NAN,3.3,6.65,NAN
1861,cupasy,Cupania seemannii,WrightBCI2007,BCI50ha,NAN,195131,NAN,11.6,12.42171475,33.1830724
1862,cupasy,Cupania seemannii,MullerLandauBCI2000,BCI50ha,NAN,265556,NAN,2.1,5.61,NAN
1863,cupasy,Cupania seemannii,MullerLandauBCI2000,BCI50ha,NAN,241381,NAN,18,12.41800767,NAN
1864,cupasy,Cupania seemannii,OBrienBCI1993,BCI50ha,NAN,5533,NAN,21.8,14.47,50.26548246
1865,cupasy,Cupania seemannii,MullerLandauBCI2000,BCI50ha,NAN,133141,NAN,2.4,5.48,NAN
1866,dendar,DendropaNANx arboreus,MullerLandauBCI2000,BCI50ha,NAN,5946,NAN,26.8,15.1,NAN
1867,dendar,DendropaNANx arboreus,BohlmanBCI1997,BCI50ha,NAN,256211,NAN,22.7,12.54,56.47829609
1868,dendar,DendropaNANx arboreus,MullerLandauBCI2000,BCI50ha,NAN,4444,NAN,50.1,24.9,NAN
1869,dendar,DendropaNANx arboreus,MullerLandauBCI2000,BCI50ha,NAN,4447,NAN,31.3,16,NAN
1870,dendar,DendropaNANx arboreus,WrightBCI2007,BCI50ha,NAN,8390,NAN,44.9,18.89858947,58.08804816
1871,dendar,DendropaNANx arboreus,WrightBCI2007,BCI50ha,NAN,4444,NAN,48.6,24.54697707,66.26981332
1872,dendar,DendropaNANx arboreus,MullerLandauBCI2000,BCI50ha,NAN,1390,NAN,44.2,21.5,NAN
1873,dendar,DendropaNANx arboreus,WrightBCI2007,BCI50ha,NAN,4068,NAN,55.2,31.16865743,122.2700744
1874,dendar,DendropaNANx arboreus,WrightBCI2007,BCI50ha,NAN,1089,NAN,73,31.04643432,229.5815387
1875,dendar,DendropaNANx arboreus,BohlmanBCI1997,BCI50ha,NAN,143955,NAN,7.7,10.47,6.881344548
1876,dendar,DendropaNANx arboreus,MullerLandauBCI2000,BCI50ha,NAN,1089,NAN,66,30.7,NAN
1877,dendar,DendropaNANx arboreus,BohlmanBCI1997,BCI50ha,NAN,207762,NAN,19.1,13.97,37.82760298
1878,dendar,DendropaNANx arboreus,MullerLandauBCI2000,BCI50ha,NAN,244157,NAN,27.5,14.7,NAN
1879,dendar,DendropaNANx arboreus,BohlmanBCI1997,BCI50ha,NAN,7893,NAN,52.2,20.67,98.87251815
1880,dendar,DendropaNANx arboreus,MullerLandauBCI2000,BCI50ha,NAN,4463,NAN,43.2,26.8,NAN
1881,dendar,DendropaNANx arboreus,MullerLandauBCI2000,BCI50ha,NAN,172148,NAN,20.7,13.3,NAN
1882,dendar,DendropaNANx arboreus,BohlmanBCI1997,BCI50ha,NAN,7903,NAN,36.5,18.6,85.60337326
1883,dendar,DendropaNANx arboreus,MullerLandauBCI2000,BCI50ha,NAN,4443,NAN,28.6,17.9,NAN
1884,dendar,DendropaNANx arboreus,MullerLandauBCI2000,BCI50ha,NAN,6749,NAN,23,14.1,NAN
1885,dendar,DendropaNANx arboreus,MullerLandauBCI2014,BCI50ha,20150519,1089,6.9,66,34.62799835,259.2
1886,dendar,DendropaNANx arboreus,WrightBCI2007,BCI50ha,NAN,8394,NAN,51.3,16.82189329,236.150064
1887,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,10717,NAN,3.2,4.17,NAN
1888,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,10953,NAN,3.6,5.68,NAN
1889,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,6255,NAN,1.2,2.6,NAN
1890,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,7106,NAN,1.6,3.26,NAN
1891,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,9103,NAN,1.6,3.12,NAN
1892,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,6483,NAN,1.2,2.61,NAN
1893,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,7494,NAN,7.8,9,NAN
1894,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,10165,NAN,1.5,3.3,NAN
1895,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,3778,NAN,1.2,2.72,NAN
1896,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,6025,NAN,2.3,4.8,NAN
1897,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,10643,NAN,1.8,3.36,NAN
1898,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,7219,NAN,1.8,3.99,NAN
1899,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,11379,NAN,3.2,4.86,NAN
1900,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,11234,NAN,1.9,4.12,NAN
1901,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,3773,NAN,1.4,2.85,NAN
1902,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,47376,NAN,1.3,2.47,NAN
1903,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,46813,NAN,1,2.56,NAN
1904,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,7666,NAN,2.3,4.47,NAN
1905,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,7549,NAN,1.6,3.1,NAN
1906,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,11240,NAN,2.2,4.68,NAN
1907,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,9135,NAN,1.8,3.4,NAN
1908,des2pa,Desmopsis paNANmensis,OBrienBCI1993,BCI50ha,NAN,212615,NAN,3.4,5,4.908738521
1909,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,9191,NAN,3.9,4.7,NAN
1910,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,10013,NAN,1.8,4.63,NAN
1911,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,10082,NAN,2.9,4.17,NAN
1912,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,11212,NAN,1.7,3.98,NAN
1913,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,47394,NAN,4.4,6.9,NAN
1914,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,47331,NAN,1.7,3.4,NAN
1915,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,10705,NAN,1.1,2.66,NAN
1916,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,7306,NAN,1.8,3.23,NAN
1917,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,8510,NAN,4.9,7.3,NAN
1918,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,10847,NAN,4.1,5.7,NAN
1919,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,8316,NAN,1.7,3.72,NAN
1920,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,10439,NAN,1.4,3.48,NAN
1921,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,6585,NAN,2.2,6.28,NAN
1922,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,5798,NAN,1.5,2.98,NAN
1923,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,8227,NAN,1.6,2.9,NAN
1924,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,7484,NAN,1.7,3.96,NAN
1925,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,10298,NAN,5.6,8.48,NAN
1926,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,8561,NAN,3.6,4.86,NAN
1927,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,7134,NAN,1.4,2.69,NAN
1928,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,7962,NAN,3.1,5.95,NAN
1929,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,6701,NAN,3.8,6.57,NAN
1930,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,5969,NAN,1.8,5.1,NAN
1931,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,10528,NAN,3.6,6.2,NAN
1932,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,9218,NAN,1.3,3,NAN
1933,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,8984,NAN,2.1,2.87,NAN
1934,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,46779,NAN,2.2,5.17,NAN
1935,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,10907,NAN,2.5,4.29,NAN
1936,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,10537,NAN,6.2,6.56,NAN
1937,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,47045,NAN,1.4,2.64,NAN
1938,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,7517,NAN,3.8,7.72,NAN
1939,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,9040,NAN,1.5,2.77,NAN
1940,des2pa,Desmopsis paNANmensis,WrightBCI2007,BCI50ha,NAN,108930,NAN,10.8,7.45,13.82145651
1941,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,7660,NAN,2,4.25,NAN
1942,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,9319,NAN,2.4,3.89,NAN
1943,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,10393,NAN,2.8,5.34,NAN
1944,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,11505,NAN,2.2,3.63,NAN
1945,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,7925,NAN,1.2,1.96,NAN
1946,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,47883,NAN,5.5,6.95,NAN
1947,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,11730,NAN,2.1,4.86,NAN
1948,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,9055,NAN,4.1,5.15,NAN
1949,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,47775,NAN,4.2,6.6,NAN
1950,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,6435,NAN,3,5.25,NAN
1951,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,11231,NAN,1.5,3.44,NAN
1952,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,46829,NAN,3.5,5.08,NAN
1953,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,47669,NAN,1.8,3.53,NAN
1954,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,7125,NAN,1.9,3.23,NAN
1955,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,11799,NAN,1.1,2.81,NAN
1956,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,9210,NAN,1.9,3.21,NAN
1957,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,7601,NAN,2.2,3.72,NAN
1958,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,6089,NAN,1.9,3.34,NAN
1959,des2pa,Desmopsis paNANmensis,WrightGigante1998,Gigante,NAN,47738,NAN,2.2,4.55,NAN
